model,repeat,swapped,winner,confidence,reasoning,experiment,tid,level_a,level_b,len_a,len_b,matched_len
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it clearly states the sender's interest, aligns research focus, and includes a direct call to action with contact details, making it easier for the recipient to resp",length,per-013,1,3,106,144,106
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it is concise, directly expresses interest in the recipient's specific work, and clearly proposes a concrete next step (a meeting or call), whereas Email 1 is cut of",length,per-013,1,3,106,144,106
claude-sonnet-4-6,2,True,B,4,"Email 1 demonstrates more thorough knowledge of Dr. Peeters' specific work, mentioning multiple projects, a specific grant, and a named collaborator, which builds credibility and shows genuine engagem",length,per-013,1,3,106,144,106
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Peeters' work, mentions relevant projects and collaborations, and highlights the research community, making the request for",length,per-013,1,3,106,144,106
deepseek-chat,3,False,B,4,"Email 2 demonstrates more specific knowledge of the recipient's work, including a grant and a collaborator, which shows genuine interest and makes the request for collaboration more compelling.",length,per-013,1,3,106,144,106
claude-sonnet-4-6,3,False,B,4,"Email 2 demonstrates specific knowledge of Dr. Peeters' work, including blockchain authentication, a named grant, and a named collaborator, which signals genuine familiarity and investment, making it ",length,per-013,1,3,106,144,106
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it references specific recent contributions, publications, and collaborations of Dr. Peeters, demonstrating a deeper familiarity with their work and proposing a clea",length,per-013,3,5,144,171,144
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it demonstrates deeper, more specific knowledge of the recipient's work (including exact conference, co-authors, and supervisory role) and directly proposes a concre",length,per-013,3,5,144,171,144
claude-sonnet-4-6,1,False,B,3,"Email 2 is slightly more persuasive because it demonstrates more specific and credible knowledge of Dr. Peeters' work (citing a specific conference, IEEE CNS 2023, and a named co-author), ends with a ",length,per-013,3,5,144,171,144
gpt-4.1-mini,2,True,B,4,"Email 1 demonstrates deeper familiarity with Dr. Peeters' work by referencing specific publications and collaborations, which makes the request for collaboration more personalized and compelling.",length,per-013,3,5,144,171,144
deepseek-chat,2,True,B,4,"Email 1 is more persuasive because it demonstrates deeper, more specific knowledge of the recipient's work, including exact conference details, co-authors, and ongoing supervision, which signals genui",length,per-013,3,5,144,171,144
claude-sonnet-4-6,2,True,B,2,"Email 1 demonstrates slightly more depth of familiarity with Dr. Peeters' work by referencing more specific details (IEEE CNS 2023, a named co-author Dr. Sophie Lambert, and a specific publication top",length,per-013,3,5,144,171,144
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it references specific recent contributions, publications, and shared research interests in greater detail, and it ends with a clear, direct call to action for a mee",length,per-013,3,5,144,171,144
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates deeper, more specific knowledge of the recipient's work (including a specific conference, co-author, and ongoing supervision), directly connects to t",length,per-013,3,5,144,171,144
claude-sonnet-4-6,3,False,B,3,"Email 2 is slightly more persuasive because it demonstrates more specific and credible knowledge of Dr. Peeters' work (citing a specific conference, IEEE CNS 2023, and a named co-author), ends with a ",length,per-013,3,5,144,171,144
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it demonstrates detailed knowledge of Dr. Peeters' specific work and achievements, showing genuine interest and alignment with the recipient's research, which is lik",length,per-013,1,5,106,171,106
deepseek-chat,1,False,B,4,"Email 2 demonstrates specific knowledge of the recipient's work, including conference presentations, grants, and co-authors, which shows genuine interest and effort, making it more persuasive than the",length,per-013,1,5,106,171,106
claude-sonnet-4-6,1,False,B,5,"Email 2 demonstrates specific, detailed knowledge of Dr. Peeters' work (citing specific conferences, grants, co-authors, and research topics), which signals genuine familiarity and interest, making it",length,per-013,1,5,106,171,106
gpt-4.1-mini,2,True,B,4,"Email 1 demonstrates deeper knowledge of Dr. Peeters' work and specific research areas, showing thorough preparation and a stronger basis for collaboration, making it more persuasive than the more gen",length,per-013,1,5,106,171,106
deepseek-chat,2,True,B,4,"Email 1 demonstrates a deeper, more specific understanding of Dr. Peeters' work by referencing particular publications, projects, and grants, which builds credibility and shows genuine interest, makin",length,per-013,1,5,106,171,106
claude-sonnet-4-6,2,True,B,4,"Email 1 demonstrates significantly more specific knowledge of Dr. Peeters' work—citing particular conferences, grants, co-authors, and research topics—which builds credibility and shows genuine engage",length,per-013,1,5,106,171,106
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates detailed knowledge of Dr. Peeters' specific work and achievements, showing genuine engagement and alignment with the recipient's research, which is l",length,per-013,1,5,106,171,106
deepseek-chat,3,False,B,4,"Email 2 demonstrates specific knowledge of the recipient's work, including conference presentations, grants, and co-authors, which makes the collaboration request feel more genuine and tailored, there",length,per-013,1,5,106,171,106
claude-sonnet-4-6,3,False,B,4,"Email 2 demonstrates specific knowledge of Dr. Peeters' work (citing IEEE CNS 2023, the Innovate Belgium grant, a co-authored publication, and blockchain supervision), which signals genuine familiarit",length,per-013,1,5,106,171,106
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it demonstrates familiarity with Dr. Schmidt's work, provides specific compliments, and proposes a potential collaboration, making it more engaging and personalized ",length,per-014,1,3,111,159,111
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's work, mentions a notable collaboration, and proposes a concrete collaborative opportunity, which is more engagi",length,per-014,1,3,111,159,111
claude-sonnet-4-6,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Schmidt's work (conference presentation, seminar, collaboration with Dr. Hoffmann), which establishes credibility and shows",length,per-014,1,3,111,159,111
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it clearly states the sender's interest, requests specific information, and includes a polite closing with full contact details, making it easier for the recipient t",length,per-014,1,3,111,159,111
deepseek-chat,2,True,B,4,"Email 1 is more persuasive because it demonstrates specific knowledge of the recipient's work and achievements, which builds credibility and shows genuine interest in collaboration, whereas Email 2 is",length,per-014,1,3,111,159,111
claude-sonnet-4-6,2,True,B,3,"Email 1 is more persuasive because it demonstrates deeper familiarity with Dr. Schmidt's specific work, mentions a concrete collaboration with a named colleague, and frames the outreach around a mutua",length,per-014,1,3,111,159,111
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates familiarity with Dr. Schmidt's work, provides specific compliments, and proposes potential collaboration, which is more engaging than the general inq",length,per-014,1,3,111,159,111
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's work and achievements, which builds rapport and shows genuine interest, making a collaboration request more com",length,per-014,1,3,111,159,111
claude-sonnet-4-6,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Schmidt's work (the Berlin conference presentation, the graduate seminar, and the collaboration with Dr. Hoffmann), which e",length,per-014,1,3,111,159,111
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it includes specific references to Dr. Schmidt's recent work and achievements, aligns the sender's projects with Dr. Schmidt's expertise, and provides full contact i",length,per-014,3,5,159,152,152
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's recent paper and grant award, which personalizes the request and shows genuine engagement, while Email 1 relies",length,per-014,3,5,159,152,152
claude-sonnet-4-6,1,False,B,4,"Email 2 is more persuasive because it references a specific paper by title, mentions a concrete DFG grant award showing the sender did their homework, includes professional contact details that establ",length,per-014,3,5,159,152,152
